1139643;50c38e1256175a280c00305a;173674;0.8643089927104806
112951;504ff8a2ba40af159f000d88;88963;0.8761619999325563
1198699;50cf54cf57d38e366400461e;73913;0.8310446064968273
577440;5052e158ba40af69f1003bd5;71969;0.8250774639080716
206506;50c88a3a56175a1202000ccd;65863;0.8359169791840639
1190504;50ca696157d38e7ba4004393;54007;0.8584998240968763
1679619;5345f681da653d5d51000b76;44369;0.8771664901169736
468695;5069f962d10d242489003b5d;41946;0.892075525675869
12622;50c7887f56175a7cbd0005d6;40714;0.893304514417645
1920582;54dbd65e697526714300021c;38600;0.8831865284974093
1198198;50cf009f57d38e36b6003e90;37407;0.8869195605100649
15934;504f83f40454e21cf70016e7;36636;0.8860410525166503
123386;5041cb2bba40af4d53000034;36063;0.8273576796162272
1192169;50cb75f2b58fdd341d007206;35238;0.8121630058459618
1304421;511b3acf2f48cc528700001e;33664;0.8673657319391636
1486444;526e1aa6fe16d9785a000097;31641;0.8764577605006163
25689;50390399ba40af1db1000079;30234;0.8451081563802342
1073686;5069065fd10d24248900111e;29507;0.8732504151557258
1915936;54d2f5ef832cec49f4000841;29370;0.847906026557712
911146;5089d5a99177d05fe9000a8c;28922;0.8714473411244036
509623;50c6b4c69177d028d400021d;28131;0.8056592371405211
578718;51d45ac239ea531fd20000b8;27236;0.8806359230430313
217363;51f8adb4be70a643f8000046;27189;0.6977086321674206
1120082;508aa4f356175a536200109b;27162;0.8666151240703924
1178837;50c2d2819177d02c56006b67;26428;0.8399424852429241
1226846;50e9fd11e399560211000ad0;25204;0.8528011426757658
1219274;50e0dc0e45d7e10689000e69;24082;0.8878000166099161
1189464;50c9f4c4b58fdd33c5003ff5;23862;0.8719302656944096
1880186;54816f88bb7b5608770000ae;23593;0.8639003094138091
708967;524248424f6fda7495000230;23426;0.834841628959276
1325169;5134433d2f48cc7e410000ed;22801;0.8783386693566072
1054245;504f9511b3097f3702000199;22428;0.8572766185125735
234315;504f956db3097f374d000109;22171;0.877632943935772
1442371;51b0110c39ea5315f700000a;21784;0.8304719059860448
746936;5091469a56175a735a0000d3;21732;0.8654518682127738
509889;50550a16d10d2430480037ab;21577;0.8873337349955972
238379;504fbb0a0454e27ad8000975;21167;0.8757499881891624
1906325;54c3f4b1832cec787c000127;21110;0.8521080056845097
120926;5052b402ba40af69db003c3e;20930;0.883707596751075
1001717;504ebab40454e21cfd0005a4;20341;0.8505481539747308
179109;504f8e3b0454e21cda001133;20157;0.8560301632187329
1763412;5418dd2d850e754fde000b64;20038;0.8584689090727617
827892;54dd253b832cec0d3a000790;20026;0.8773594327374413
1434522;51abcedba507e854de0001a8;19989;0.858422132172695
274491;5066b52ad10d2434a200476f;19698;0.8737942938369377
1446242;51bf326b39ea53017c000443;19500;0.8921538461538462
1191368;50caf973b58fdd338b00545b;19431;0.8586794297771602
442887;50615b3eba40af145b000a7b;19396;0.8477521138379047
1197373;50ce5045b58fdd0ad6002225;19344;0.8872518610421837
1468819;52331a32e1e46740e9000022;19004;0.8632919385392549
852763;50c78466dea72b2457000021;18805;0.8398830098378091
187070;504fb5ac0454e27ab6000692;18772;0.8620285531642873
1186230;50c81c09b58fdd5e7c0005f6;18763;0.8387251505622768
787966;50eca030e99e95082b0001a6;18690;0.8791332263242375
753669;50c8665e56175a09c300018a;18187;0.862759113652609
1243056;50edd55d46afd618860000bd;18113;0.8753933638822945
1201938;50d132cdb58fdd0f61000d54;17975;0.8754381084840056
1268927;54e36299697526670700030e;17467;0.8844106028510906
470447;5043fa7a0454e2566700014c;17292;0.84588248901226
284373;50503208ba40af15a7002641;17082;0.7577567029621824
1190339;50ca529256175a7b3800034a;17063;0.8548320928324444
1715606;535a95e38948d103700009c7;16966;0.8895437934692916
1191429;50cb049356175a6fe90010b7;16858;0.8618460078301103
588001;5052be5ad10d2427f1003f1d;16808;0.8566158971918134
1461595;52080dc4be70a62e870000c5;16723;0.8795670633259582
1225896;50e8a24d45d7e14a6300055c;16625;0.8478796992481203
202710;5052887bd10d2427ea001984;16247;0.8802855911860651
